eval/mean_ep_length,train/critic_loss,train/n_updates,eval/mean_reward,train/learning_rate,train/actor_loss,time/total_timesteps,stats/min_std,stats/q1_std_abs,stats/q2_std_abs,stats/mean_q_2,stats/q2_mean_abs,stats/overestimation_gap_abs_mean,stats/q1_std,stats/std_q_1,stats/loss1,stats/mean_q_1,stats/overestimation_gap_abs_std,stats/q1_mean_abs,stats/q2_mean,stats/q2_std,stats/min_std_abs,stats/critic_loss,stats/q1_mean,stats/loss2,stats/std_q_2,stats/min_mean,stats/min_mean_abs
517.9,88.06311435699463,490,-354.7033216,0.002,2.5045790672302246,10000,,,,,,,,,,,,,,,,,,,,,
599.7,26.307593965530394,1490,-155.979105,0.002,1.335281491279602,20000,5.84440803527832,5.530808448791504,5.583721160888672,-3.5444858074188232,1.8794957399368286,0.28173160552978516,5.804337978363037,6.595110893249512,33.93080520629883,-3.467862367630005,0.43030646443367004,1.82783043384552,-0.5670005679130554,5.86421012878418,5.56608772277832,34.32062530517578,-0.49037739634513855,34.710445404052734,6.533511638641357,-0.6695547699928284,1.9036988019943237
740.3,31.428277254104614,2490,-151.60040239999998,0.002,0.4005843594670296,30000,4.238959312438965,4.062142372131348,4.039127826690674,-2.378054618835449,1.3175609111785889,0.27391064167022705,4.264804363250732,9.964694023132324,18.188966751098633,-2.472933292388916,0.40288612246513367,1.2992172241210938,0.07464427500963211,4.247934341430664,4.032205581665039,18.119742393493652,-0.020234249532222748,18.050518035888672,9.941210746765137,-0.10975030809640884,1.3123023509979248
1000.0,23.55662112236023,3490,-126.69607319999997,0.002,0.3513382375240326,40000,3.833254814147949,3.664797067642212,3.6189804077148438,-1.8443728685379028,1.269554853439331,0.3197219669818878,3.8673856258392334,10.191351890563965,14.971440315246582,-1.7815521955490112,0.5337005853652954,1.2412513494491577,-0.1843554675579071,3.830770492553711,3.6254076957702637,14.84011459350586,-0.12153469026088715,14.708788871765137,10.017008781433105,-0.31280604004859924,1.2837867736816406
932.7,26.316169881820677,4490,-123.42457279999999,0.002,-1.0533804893493652,50000,2.8326566219329834,2.649174690246582,2.6487836837768555,-1.1895723342895508,1.0573501586914062,0.29892221093177795,2.8420350551605225,10.559819221496582,8.122747421264648,-1.1044330596923828,0.3892298936843872,1.051009178161621,-0.2986465096473694,2.8363454341888428,2.646268129348755,8.12839651107788,-0.2135072946548462,8.134045600891113,10.595239639282227,-0.40553799271583557,1.088883876800537
437.4,26.446526861190797,5490,-130.91087159999998,0.002,-1.1842178404331207,60000,3.722184658050537,3.5573954582214355,3.554790496826172,-0.5423833131790161,1.1912480592727661,0.39569321274757385,3.748650312423706,11.275554656982422,14.081034660339355,-0.3385319113731384,0.4649287760257721,1.1941412687301636,-0.0345742367208004,3.7489216327667236,3.5262258052825928,14.068320274353027,0.16927719116210938,14.0556058883667,11.410652160644531,-0.13049514591693878,1.1989245414733887
394.4,32.40451292991638,6490,-80.7086822,0.002,-1.2190429747104645,70000,3.1182332038879395,2.9635112285614014,2.9269394874572754,0.22551359236240387,1.054697036743164,0.3372997045516968,3.149576425552368,10.952048301696777,9.934361457824707,0.2483181208372116,0.4813261926174164,1.0732957124710083,0.09773913770914078,3.109631299972534,2.9311320781707764,9.806861400604248,0.12054364383220673,9.679361343383789,10.9652099609375,-0.05950847268104553,1.0655441284179688
629.6,20.386688232421875,7490,-114.9786979,0.002,-0.48275290727615355,80000,2.9919955730438232,2.802948474884033,2.8018903732299805,0.5263216495513916,1.0910212993621826,0.44181400537490845,3.0129506587982178,11.633720397949219,9.080655097961426,0.26961925625801086,0.4618545472621918,1.1064060926437378,0.20394617319107056,2.999887228012085,2.781466484069824,9.06078577041626,-0.05275624245405197,9.040916442871094,11.710976600646973,-0.14531204104423523,1.1120235919952393
775.7,16.018415212631226,8490,-28.481284699999996,0.002,0.17555966973304749,90000,3.593522071838379,3.4002416133880615,3.3867533206939697,-1.0816398859024048,1.2056713104248047,0.4774852395057678,3.6027352809906006,14.983449935913086,13.032143592834473,-1.0213966369628906,0.4698181450366974,1.2126411199569702,-0.2892456650733948,3.583305597305298,3.4036271572113037,12.977941989898682,-0.22900234162807465,12.92374038696289,14.843113899230957,-0.4978666603565216,1.2556263208389282
909.9,13.728567266464234,9490,-120.48841549999997,0.002,0.6487763404846192,100000,2.7648117542266846,2.516756534576416,2.4772753715515137,-1.4177792072296143,1.2031834125518799,0.5059378147125244,2.786560535430908,16.097816467285156,7.7659220695495605,-1.266585111618042,0.5648494362831116,1.1966034173965454,-0.1828620433807373,2.74792742729187,2.50289249420166,7.675232887268066,-0.031667955219745636,7.584543704986572,16.179636001586914,-0.360233873128891,1.2286098003387451
