step,raw,smoothed
0.000000000000000000e+00,-2.241228818893432617e-01,nan
1.000000000000000000e+00,-2.790528535842895508e-01,nan
2.000000000000000000e+00,-3.671645820140838623e-01,nan
3.000000000000000000e+00,-4.240335822105407715e-01,nan
4.000000000000000000e+00,-4.917020499706268311e-01,nan
5.000000000000000000e+00,-6.600210070610046387e-01,nan
6.000000000000000000e+00,-6.634245514869689941e-01,nan
7.000000000000000000e+00,-7.245277166366577148e-01,nan
8.000000000000000000e+00,-7.670975327491760254e-01,nan
9.000000000000000000e+00,-8.422944545745849609e-01,nan
1.000000000000000000e+01,-9.140734672546386719e-01,nan
1.100000000000000000e+01,-1.081874847412109375e+00,nan
1.200000000000000000e+01,-1.040188312530517578e+00,nan
1.300000000000000000e+01,-1.064417123794555664e+00,nan
1.400000000000000000e+01,-1.187070608139038086e+00,nan
1.500000000000000000e+01,-1.328729510307312012e+00,nan
1.600000000000000000e+01,-1.227450251579284668e+00,nan
1.700000000000000000e+01,-1.285666346549987793e+00,nan
1.800000000000000000e+01,-1.495181918144226074e+00,nan
1.900000000000000000e+01,-1.472802639007568359e+00,nan
2.000000000000000000e+01,-1.503829240798950195e+00,nan
2.100000000000000000e+01,-1.632780432701110840e+00,nan
2.200000000000000000e+01,-1.615695238113403320e+00,nan
2.300000000000000000e+01,-1.536015272140502930e+00,nan
2.400000000000000000e+01,-1.760708212852478027e+00,nan
2.500000000000000000e+01,-1.813995242118835449e+00,nan
2.600000000000000000e+01,-1.932793855667114258e+00,nan
2.700000000000000000e+01,-1.748046159744262695e+00,nan
2.800000000000000000e+01,-1.850193142890930176e+00,nan
2.900000000000000000e+01,-2.053041219711303711e+00,nan
3.000000000000000000e+01,-1.931888103485107422e+00,nan
3.100000000000000000e+01,-1.953045964241027832e+00,nan
3.200000000000000000e+01,-1.960881948471069336e+00,nan
3.300000000000000000e+01,-2.021592378616333008e+00,nan
3.400000000000000000e+01,-2.067957162857055664e+00,nan
3.500000000000000000e+01,-2.036952495574951172e+00,nan
3.600000000000000000e+01,-2.045116901397705078e+00,nan
3.700000000000000000e+01,-2.253890991210937500e+00,nan
3.800000000000000000e+01,-2.102532625198364258e+00,nan
3.900000000000000000e+01,-2.486067295074462891e+00,nan
4.000000000000000000e+01,-2.239662885665893555e+00,nan
4.100000000000000000e+01,-1.996410846710205078e+00,nan
4.200000000000000000e+01,-2.231105566024780273e+00,nan
4.300000000000000000e+01,-2.238678693771362305e+00,nan
4.400000000000000000e+01,-2.373613595962524414e+00,nan
4.500000000000000000e+01,-2.497528076171875000e+00,nan
4.600000000000000000e+01,-2.583441495895385742e+00,nan
4.700000000000000000e+01,-2.522174119949340820e+00,nan
4.800000000000000000e+01,-2.704660654067993164e+00,nan
4.900000000000000000e+01,-2.617542505264282227e+00,nan
5.000000000000000000e+01,-2.806709527969360352e+00,nan
5.100000000000000000e+01,-3.108648777008056641e+00,nan
5.200000000000000000e+01,-2.900341272354125977e+00,nan
5.300000000000000000e+01,-3.173605680465698242e+00,nan
5.400000000000000000e+01,-2.723125219345092773e+00,nan
5.500000000000000000e+01,-2.973287105560302734e+00,nan
5.600000000000000000e+01,-2.858414888381958008e+00,nan
5.700000000000000000e+01,-2.944043874740600586e+00,nan
5.800000000000000000e+01,-2.861567020416259766e+00,nan
5.900000000000000000e+01,-3.047577857971191406e+00,nan
6.000000000000000000e+01,-3.511596202850341797e+00,nan
6.100000000000000000e+01,-3.151477813720703125e+00,nan
6.200000000000000000e+01,-3.190474748611450195e+00,nan
6.300000000000000000e+01,-3.383012294769287109e+00,nan
6.400000000000000000e+01,-3.228528261184692383e+00,nan
6.500000000000000000e+01,-3.515882015228271484e+00,nan
6.600000000000000000e+01,-3.498090028762817383e+00,nan
6.700000000000000000e+01,-2.763746976852416992e+00,nan
6.800000000000000000e+01,-3.355175971984863281e+00,nan
6.900000000000000000e+01,-2.985278129577636719e+00,nan
7.000000000000000000e+01,-2.940201520919799805e+00,nan
7.100000000000000000e+01,-3.125691890716552734e+00,nan
7.200000000000000000e+01,-3.009459018707275391e+00,nan
7.300000000000000000e+01,-3.349798440933227539e+00,nan
7.400000000000000000e+01,-3.462054252624511719e+00,nan
7.500000000000000000e+01,-3.467934608459472656e+00,nan
7.600000000000000000e+01,-2.764950037002563477e+00,nan
7.700000000000000000e+01,-2.966524362564086914e+00,nan
7.800000000000000000e+01,-2.908244371414184570e+00,nan
7.900000000000000000e+01,-2.919035673141479492e+00,nan
8.000000000000000000e+01,-3.151504039764404297e+00,nan
8.100000000000000000e+01,-3.165688514709472656e+00,nan
8.200000000000000000e+01,-3.135350704193115234e+00,nan
8.300000000000000000e+01,-3.155503511428833008e+00,nan
8.400000000000000000e+01,-3.632184505462646484e+00,nan
8.500000000000000000e+01,-3.371629714965820312e+00,nan
8.600000000000000000e+01,-3.058629989624023438e+00,nan
8.700000000000000000e+01,-3.750729322433471680e+00,nan
8.800000000000000000e+01,-3.266724586486816406e+00,nan
8.900000000000000000e+01,-3.506287097930908203e+00,nan
9.000000000000000000e+01,-3.236709117889404297e+00,nan
9.100000000000000000e+01,-4.252721786499023438e+00,nan
9.200000000000000000e+01,-3.515693902969360352e+00,nan
9.300000000000000000e+01,-3.622550964355468750e+00,nan
9.400000000000000000e+01,-3.929480075836181641e+00,nan
9.500000000000000000e+01,-3.561133384704589844e+00,nan
9.600000000000000000e+01,-3.906500101089477539e+00,nan
9.700000000000000000e+01,-3.808100223541259766e+00,nan
9.800000000000000000e+01,-3.296986341476440430e+00,nan
9.900000000000000000e+01,-3.709978103637695312e+00,nan
1.000000000000000000e+02,-3.704444408416748047e+00,nan
1.010000000000000000e+02,-3.894087314605712891e+00,nan
1.020000000000000000e+02,-3.618700981140136719e+00,nan
1.030000000000000000e+02,-3.726840972900390625e+00,nan
1.040000000000000000e+02,-4.090646266937255859e+00,nan
1.050000000000000000e+02,-4.164796352386474609e+00,nan
1.060000000000000000e+02,-3.890332698822021484e+00,nan
1.070000000000000000e+02,-3.962064743041992188e+00,nan
1.080000000000000000e+02,-3.741470813751220703e+00,nan
1.090000000000000000e+02,-3.914305686950683594e+00,nan
1.100000000000000000e+02,-4.053563117980957031e+00,nan
1.110000000000000000e+02,-3.919095277786254883e+00,nan
1.120000000000000000e+02,-3.707839727401733398e+00,nan
1.130000000000000000e+02,-3.869382858276367188e+00,nan
1.140000000000000000e+02,-4.485547065734863281e+00,nan
1.150000000000000000e+02,-4.234116077423095703e+00,nan
1.160000000000000000e+02,-3.942305326461791992e+00,nan
1.170000000000000000e+02,-4.293706417083740234e+00,nan
1.180000000000000000e+02,-4.180041313171386719e+00,nan
1.190000000000000000e+02,-4.556144237518310547e+00,nan
1.200000000000000000e+02,-4.095909118652343750e+00,nan
1.210000000000000000e+02,-4.074994564056396484e+00,nan
1.220000000000000000e+02,-4.375430107116699219e+00,nan
1.230000000000000000e+02,-4.934096336364746094e+00,nan
1.240000000000000000e+02,-4.269339561462402344e+00,nan
1.250000000000000000e+02,-4.306609153747558594e+00,nan
1.260000000000000000e+02,-4.796159744262695312e+00,nan
1.270000000000000000e+02,-5.082919597625732422e+00,nan
1.280000000000000000e+02,-4.741727828979492188e+00,nan
1.290000000000000000e+02,-4.385650634765625000e+00,nan
1.300000000000000000e+02,-4.037613868713378906e+00,nan
1.310000000000000000e+02,-4.893856048583984375e+00,nan
1.320000000000000000e+02,-5.414608955383300781e+00,nan
1.330000000000000000e+02,-4.532049179077148438e+00,nan
1.340000000000000000e+02,-4.961154460906982422e+00,nan
1.350000000000000000e+02,-4.853229045867919922e+00,nan
1.360000000000000000e+02,-4.661829948425292969e+00,nan
1.370000000000000000e+02,-4.868190765380859375e+00,nan
1.380000000000000000e+02,-4.537510871887207031e+00,nan
1.390000000000000000e+02,-4.346466541290283203e+00,nan
1.400000000000000000e+02,-4.725952148437500000e+00,nan
1.410000000000000000e+02,-4.692942619323730469e+00,nan
1.420000000000000000e+02,-5.295727729797363281e+00,nan
1.430000000000000000e+02,-5.441701889038085938e+00,nan
1.440000000000000000e+02,-5.074790954589843750e+00,nan
1.450000000000000000e+02,-4.790672779083251953e+00,nan
1.460000000000000000e+02,-4.160344123840332031e+00,nan
1.470000000000000000e+02,-4.600175857543945312e+00,nan
1.480000000000000000e+02,-5.601063251495361328e+00,nan
1.490000000000000000e+02,-4.634622573852539062e+00,nan
1.500000000000000000e+02,-4.494538784027099609e+00,nan
1.510000000000000000e+02,-5.614100456237792969e+00,nan
1.520000000000000000e+02,-4.618617534637451172e+00,nan
1.530000000000000000e+02,-5.576339721679687500e+00,nan
1.540000000000000000e+02,-4.951943874359130859e+00,nan
1.550000000000000000e+02,-5.056191921234130859e+00,nan
1.560000000000000000e+02,-5.157258987426757812e+00,nan
1.570000000000000000e+02,-6.749680995941162109e+00,nan
1.580000000000000000e+02,-4.410364627838134766e+00,nan
1.590000000000000000e+02,-4.724541187286376953e+00,nan
1.600000000000000000e+02,-5.255154132843017578e+00,nan
1.610000000000000000e+02,-5.127511024475097656e+00,nan
1.620000000000000000e+02,-4.765342712402343750e+00,nan
1.630000000000000000e+02,-5.023105621337890625e+00,nan
1.640000000000000000e+02,-4.407567501068115234e+00,nan
1.650000000000000000e+02,-5.115244865417480469e+00,nan
1.660000000000000000e+02,-5.605846405029296875e+00,nan
1.670000000000000000e+02,-5.276282787322998047e+00,nan
1.680000000000000000e+02,-5.045488834381103516e+00,nan
1.690000000000000000e+02,-5.699966907501220703e+00,nan
1.700000000000000000e+02,-4.774079322814941406e+00,nan
1.710000000000000000e+02,-5.367261409759521484e+00,nan
1.720000000000000000e+02,-4.801311492919921875e+00,nan
1.730000000000000000e+02,-4.519046783447265625e+00,nan
1.740000000000000000e+02,-5.225805282592773438e+00,nan
1.750000000000000000e+02,-4.651714801788330078e+00,nan
1.760000000000000000e+02,-5.242689609527587891e+00,nan
1.770000000000000000e+02,-5.366132259368896484e+00,nan
1.780000000000000000e+02,-4.635839939117431641e+00,nan
1.790000000000000000e+02,-5.207673072814941406e+00,nan
1.800000000000000000e+02,-4.740452766418457031e+00,nan
1.810000000000000000e+02,-5.733395576477050781e+00,nan
1.820000000000000000e+02,-5.800324916839599609e+00,nan
